Name, State, E1, E2, E3, E4, E5, E6
Delgado Community College,LA,,,,
Dell'Arte International School of Physical Theatre,CA,,,,
Delta College,MI,,,,
Delta College of Arts & Technology,LA,,,,
Delta State University,MS,,,,
Denison University,OH,,president@denison.edu,,schimmera@denison.edu
Denmark Technical College,SC,,toddw@denmarktech.edu,,gathersa@denmarktech.edu
Denver College of Nursing,CO,,"Cathy Maxwell; bauder.edu , gwinnetttech.edu",,Dan Dwyer Contract and Relationship Coordinator. (e-mail hidden)
Denver Seminary,CO,"Lynn Cohick, PhD ; provost@denverseminary.edu","Mark Young, PhD; president@denverseminary.edu",,
DePaul University,IL,,president@depaul.edu ; A. Gabriel Esteban,,Contract Review Email: contractreview@depaul.edu
DePauw University,IN,,president@depauw.edu ; Lori S.White,,MICHAEL CATALANO
Des Moines Area Community College,IA,Anne Howsare Boyens ; amhowsare@dmacc.edu ; urban campus provost.,Robert Denson. rjdenson@dmacc.edu,,
Des Moines University-Osteopathic Medical Center,IA,"Akins, Ralitsa;",Angela L. Walker Franklin ; @dmu.edu,,
DeSales University,PA,Brother Daniel Wisniewski ; daniel.Wisniewski@desales.edu,James Greenfield ; James.Greenfield@desales.edu,,
Design Institute of San Diego,CA,,Margot DoucetteCEO margot@disd.edu,,
DeVry College of New York,NY,,Anthony Stanziani ;,,
DeVry University-Administrative Office,IL,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Arizona,AZ,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-California,CA,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Colorado,CO,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Florida,FL,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Georgia,GA,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Illinois,IL,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Indiana,IN,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Missouri,MO,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Nevada,NV,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-New Jersey,NJ,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-North Carolina,NC,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Ohio,OH,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Pennsylvania,PA,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Tennessee,TN,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Texas,TX,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
DeVry University-Virginia,VA,@devry.edu ; Shantanu Bose,"F. Willis (Bill) Caruso, interim president",,
Diablo Valley College,CA,,Susan Lamb ; slamb@dvc.edu,,
Dickinson College,PA,,Margee Ensign; presofc@dickinson.edu,,
Dickinson State University,ND,,Steve Easton; stephen.easton@dickinsonstate.edu,,
DigiPen Institute of Technology,WA,,,,
Digital Media Institute at InterTech,LA,,,,
Dillard University,LA,,Dr. Walter M. Kimbrough; wkimbrough@dillard.edu,,"Brendan M. Greene, J.D. dwallace@dillard.edu"
Dine College,AZ,Dr. Geraldine Garrity ; ggarrity@dinecollege.edu,Dr. Charles M. Roessel; cmroessel@dinecollege.edu,,
Divine Mercy University,VA,,"Fr. Charles Sikorsky, L.C. ; president@divinemercy.edu",,
Divine Word College,IA,,"Fr. Tom Ascheman, SVD ;
 tascheman@dwci.edu",,
Dixie State University,UT,Michael Lacourse; michael.lacourse@dixie.edu,Richard B. Williams; president@dixie.edu,,Becky Broadbent ; becky.Broadbent@dixie.edu
Doane University,NE,,Jacque Carter ; jacque.carter@doane.edu,,
Doane University-Graduate and Professional Studies,NE,,,,
Dodge City Community College,KS,Adam John ; ajohn@dc3.edu,Harold Nolte ;,,
Dominican College of Blauvelt,NY,,Sister Mary Eileen O’Brien ;,,
Dominican School of Philosophy & Theology,CA,,Peter Rogers ; progers@dspt.edu,,
Dominican University,IL,,Donna M. Carroll ; dompres@dom.edu,,
Dominican University of California,CA,,Mary B. Marcy ; president@dominican.edu,,
Dongguk University-Los Angeles,CA,,Seung-Deok Lee ;,,
Donnelly College,KS,,Msgr. Stuart Swetland ; sswetland@donnelly.edu,,
Dordt University,IA,,Dr. Erik Hoekstra ; erik.Hoekstra@dordt.edu,,
Douglas Education Center,PA,,Jeffrey D. Imbrescia ; jimbrescia@dec.edu,,
Dragon Rises College of Oriental Medicine,FL,,,,
Drake University,IA,,Marty Martin; president@drake.edu,,
Drew University,NJ,,MaryAnn Baenninger; president@drew.edu,,
Drexel University,PA,Lucy Kerman ; lek37@drexel.edu,John A. Fry ; president@drexel.edu,,
Drury University,MO,,Dr. James Timothy Cloyd ; presidentsoffice@drury.edu,,
Drury University-College of Continuing Professional Studies,MO,,,,
Duke University,NC,,,,
Dunwoody College of Technology,MN,,,,
Duquesne University,PA,,,,
Durham Technical Community College,NC,,,,
Dutchess Community College,NY,,,,
Dyersburg State Community College,TN,,,,
Eagle Gate College-Layton,UT,,,,
Eagle Gate College-Murray,UT,,,,
Eagle Rock College,CA,,,,
Earlham College,IN,,,,
East Arkansas Community College,AR,,,,
East Carolina University,NC,,,,
East Central College,MO,,,,
East Central Community College,MS,,,,
East Central University,OK,,,,
East Georgia State College,GA,,,,
East Los Angeles College,CA,,,,
East Mississippi Community College,MS,,,,
East San Gabriel Valley Regional Occupational Program,CA,,,,
East Stroudsburg University of Pennsylvania,PA,,,,
East Tennessee State University,TN,,,,
East Texas Baptist University,TX,,,,
East West College of Natural Medicine,FL,,,,
East-West University,WI,,,,
East-West University,IL,,,,
Eastern Arizona College,AZ,,,,
Eastern Connecticut State University,CT,,,,
Eastern Florida State College,FL,,,,
Eastern Gateway Community College,OH,,,,
Eastern Illinois University,IL,,,,
Eastern International College-Belleville,NJ,,,,
Eastern International College-Jersey City,NJ,,,,
Eastern Iowa Community College District,IA,,,,
Eastern Kentucky University,KY,,,,
Eastern Maine Community College,ME,,,,
Eastern Mennonite University,VA,,,,
Eastern Michigan University,MI,,,,
Eastern Nazarene College,MA,,,,
Eastern New Mexico University Ruidoso Branch Community College,NM,,,,
Eastern New Mexico University-Main Campus,NM,,,,
Eastern New Mexico University-Roswell Campus,NM,,,,
Eastern Oklahoma State College,OK,,,,
Eastern Oregon University,OR,,,,
Eastern School of Acupuncture and Traditional Medicine,NJ,,,,
Eastern Shore Community College,VA,,,,
Eastern University,PA,,,,
Eastern Virginia Career College,VA,,,,
Eastern Virginia Medical School,VA,,,,
Eastern Washington University,WA,,,,
Eastern West Virginia Community and Technical College,WV,,,,
Eastern Wyoming College,WY,,,,
Eastfield College,TX,,,,
Eastwick College-Hackensack,NJ,,,,
Eastwick College-Nutley,NJ,,,,
Eastwick College-Ramsey,NJ,,,,
Ecclesia College,AR,,,,
Eckerd College,FL,,,,
ECPI University,VA,,,,
Ecumenical Theological Seminary,MI,,,,
Eden Theological Seminary,MO,,,,
Edgecombe Community College,NC,,,,
Edgewood College,WI,,,,
Edinboro University of Pennsylvania,PA,,,,
Edison State Community College,OH,,,,
Edmonds Community College,WA,,,,
Edward Via College of Osteopathic Medicine,VA,,,,
Edward Waters College,FL,,,,
El Camino Community College District,CA,,,,
El Centro College,TX,,,,
El Paso Community College,TX,,,,
Elgin Community College,IL,,,,
Elim Bible Institute and College,NY,,,,
Elizabeth City State University,NC,,,,
Elizabethtown College,PA,,,,
Elizabethtown College School of Continuing and Professional Studies,PA,,,,
Elizabethtown Community and Technical College,KY,,,,
Ellsworth Community College,IA,,,,
Elmezzi Graduate School of Molecular Medicine,NY,,,,
Elmhurst College,IL,,,,
Elmira Business Institute,NY,,,,
Elmira College,NY,,,,
Elon University,NC,,,,
Elyon College,NY,,,,
Embry-Riddle Aeronautical University-Daytona Beach,FL,,,,
Embry-Riddle Aeronautical University-Prescott,AZ,,,,
Embry-Riddle Aeronautical University-Worldwide,FL,,,,
Emerson College,MA,,,,
Emmanuel College,MA,,,,
Emmanuel College,GA,,,,
Emmaus Bible College,IA,,,,
Emory & Henry College,VA,,,,
Emory University,GA,,,,
Emory University-Oxford College,GA,,,,
Emperor's College of Traditional Oriental Medicine,CA,,,,
Empire College,CA,,,,
Emporia State University,KS,,,,
Endicott College,MA,,,,
Enterprise State Community College,AL,,,,
Epic Bible College,CA,,,,
Episcopal Theological Seminary of the Southwest,TX,,,,
Erie Community College,NY,,,,
Erie Institute of Technology Inc,PA,,,,
Erikson Institute,IL,,,,
Erskine College,SC,,,,
Essex County College,NJ,,,,
Estrella Mountain Community College,AZ,,,,
ETI Technical College,OH,,,,
Eureka College,IL,,,,
Evangel University,MO,,,,
Evangelical Theological Seminary,PA,,,,
Everett Community College,WA,,,,
Everglades University,FL,,,,
Evergreen Valley College,CA,,,,
Excelsior College,NY,,,,
Fairfield University,CT,,,,
Fairleigh Dickinson University-Florham Campus,NJ,,,,
Fairleigh Dickinson University-Metropolitan Campus,NJ,,,,
Fairmont State University,WV,,,,
Faith Baptist Bible College and Theological Seminary,IA,,,,
Faith International University,WA,,,,
Faith Theological Seminary,MD,,,,
Faith Theological Seminary and Christian College,FL,,,,
Family of Faith Christian University,OK,,,,
Farmingdale State College,NY,,,,
Fashion Institute of Technology,NY,,,,
Faulkner University,AL,,,,
Fayetteville State University,NC,,,,
Fayetteville Technical Community College,NC,,,,
Feather River Community College District,CA,,,,
Felbry College School of Nursing,OH,,,,
Felician University,NJ,,,,
Ferris State University,MI,,,,
Ferrum College,VA,,,,
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,CA,,,,
FIDM-Fashion Institute of Design & Merchandising-Orange County,CA,,,,
FIDM-Fashion Institute of Design & Merchandising-San Diego,CA,,,,
FIDM-Fashion Institute of Design & Merchandising-San Francisco,CA,,,,
Fielding Graduate University,CA,,,,
FINE Mortuary College,MA,,,,
Finger Lakes Community College,NY,,,,
Finger Lakes Health College of Nursing & Health Sciences,NY,,,,
Finlandia University,MI,,,,
Fisher College,MA,,,,
Fisk University,TN,,,,
Fitchburg State University,MA,,,,
Five Branches University,CA,,,,
Five Towns College,NY,,,,
Flagler College-St Augustine,FL,,,,
Flagler College-Tallahassee,FL,,,,
Flathead Valley Community College,MT,,,,
Fletcher Technical Community College,LA,,,,
Flint Hills Technical College,KS,,,,
Florence-Darlington Technical College,SC,,,,
Florida Agricultural and Mechanical University,FL,,,,
Florida Atlantic University,FL,,,,
Florida Career College,FL,,,,
Florida Career College-Boynton Beach,FL,,,,
Florida Career College-Hialeah,FL,,,,
Florida Career College-Houston Campus,TX,,,,
Florida Career College-Jacksonville,FL,,,,
Florida Career College-Lauderdale Lakes,FL,,,,
Florida Career College-Margate,FL,,,,
Florida Career College-Miami,FL,,,,
Florida Career College-Orlando,FL,,,,
Florida Career College-Tampa,FL,,,,
Florida Career College-West Palm Beach,FL,,,,
Florida Coastal School of Law,FL,,,,
Florida College,FL,,,,
Florida College of Integrative Medicine,FL,,,,
Florida Education Institute,FL,,,,
Florida Gateway College,FL,,,,
Florida Gulf Coast University,FL,,,,
Florida Institute of Technology,FL,,,,
Florida Institute of Technology-Online,FL,,,,
Florida International University,FL,Mark.Rosenberg@fiu.ed,,,
Florida Memorial University,FL,,,,
Florida National University-Main Campus,FL,,,,
Florida Polytechnic University,FL,,,,
Florida Southern College,FL,,,,
Florida SouthWestern State College,FL,,,,
Florida State College at Jacksonville,FL,,,,
Florida State University,FL,,,,
Florida Technical College,FL,,,,
Florida Vocational Institute,FL,,,,
Folsom Lake College,CA,,,,
Fond du Lac Tribal and Community College,MN,,,,
Fontbonne University,MO,,,,
Foothill College,CA,,,,
Foothill-De Anza Community College District,CA,,,,
Fordham University,NY,,,,
Forrest College,SC,,,,
Forsyth Technical Community College,NC,,,,
Fort Hays State University,KS,,,,
Fort Lewis College,CO,,,,
Fort Peck Community College,MT,,,,
Fort Scott Community College,KS,,,,
Fort Valley State University,GA,,,,
Fortis College,TX,,,,
Fortis College-Baton Rouge,LA,,,,
Fortis College-Centerville,OH,,,,
Fortis College-Cincinnati,OH,,,,
Fortis College-Columbia,SC,,,,
Fortis College-Columbus,OH,,,,
Fortis College-Cutler Bay,FL,,,,
Fortis College-Cuyahoga Falls,OH,,,,
Fortis College-Grand Prairie,TX,,,,
Fortis College-Indianapolis,IN,,,,
Fortis College-Landover,MD,,,,
Fortis College-Landover,MD,,,,
Fortis College-Montgomery,AL,,,,
Fortis College-Norfolk,VA,,,,
Fortis College-Orange Park,FL,,,,
Fortis College-Phoenix,AZ,,,,
Fortis College-Ravenna,OH,,,,
Fortis College-Richmond,VA,,,,
Fortis College-Salt Lake City,UT,,,,
Fortis College-Smyrna,GA,,,,
Fortis Institute,TX,,,,
Fortis Institute-Birmingham,AL,,,,
Fortis Institute-Cookeville,TN,,,,
Fortis Institute-Cookeville,TN,,,,
Fortis Institute-Erie,PA,,,,
Fortis Institute-Forty Fort,PA,,,,
Fortis Institute-Nashville,TN,,,,
Fortis Institute-Pensacola,FL,,,,
Fortis Institute-Port Saint Lucie,FL,,,,
Fortis Institute-Scranton,PA,,,,
Fox College,IL,,,,
Fox Valley Technical College,WI,,,,
Framingham State University,MA,,,,
Francis Marion University,SC,,,,
Franciscan Missionaries of Our Lady University,LA,,,,
Franciscan School of Theology,CA,,,,
Franciscan University of Steubenville,OH,,,,
Frank Phillips College,TX,,,,
Franklin and Marshall College,PA,,,,
Franklin College,IN,,,,
Franklin Pierce University,NH,,,,
Franklin University,OH,,,,
Franklin W Olin College of Engineering,MA,,,,
Frederick Community College,MD,,,,
Freed-Hardeman University,TN,,,,
Fremont College,CA,,,,
Fresno City College,CA,,,,
Fresno Pacific University,CA,,,,
Friends University,KS,,,,
Front Range Community College,CO,,,,
Frontier Community College,IL,,,,
Frontier Nursing University,KY,,,,
Frostburg State University,MD,,,,
Full Sail University,FL,,,,
Fuller Theological Seminary,CA,,,,
Fullerton College,CA,,,,
Fulton-Montgomery Community College,NY,,,,
Furman University,SC,,,,
Future Generations University,WV,,,,
Future-Tech Institute,FL,,,,
Gadsden State Community College,AL,,,,
Galaxy Medical College,CA,,,,
Galen College of Nursing-ARH,KY,,,,
Galen College of Nursing-Cincinnati,OH,,,,
Galen College of Nursing-Louisville,KY,,,,
Galen College of Nursing-San Antonio,TX,,,,
Galen College of Nursing-Tampa Bay,FL,,,,
Gallaudet University,DC,,,,
Galveston College,TX,,,,
Gannon University,PA,,,,
Garden City Community College,KS,,,,
Gardner-Webb University,NC,,,,
Garrett College,MD,,,,
Garrett-Evangelical Theological Seminary,IL,,,,
Gaston College,NC,,,,
Gateway Community and Technical College,KY,,,,
Gateway Community College,CT,,,,
GateWay Community College,AZ,,,,
Gateway Technical College,WI,,,,
Gavilan College,CA,,,,
Geisinger Commonwealth School of Medicine,PA,,,,
Gemini School of Visual Arts & Communication,TX,,,,
Genesee Community College,NY,,,,
Geneva College,PA,,,,
George C Wallace Community College-Dothan,AL,,,,
George C Wallace State Community College-Hanceville,AL,,,,
George C Wallace State Community College-Selma,AL,,,,
George Fox University,OR,,,,
George Mason University,VA,,,,
George Washington University,DC,,,,
Georgetown College,KY,,,,
Georgetown University,DC,,,,
Georgia College & State University,GA,,,,
Georgia Gwinnett College,GA,,,,
Georgia Highlands College,GA,,,,
Georgia Institute of Technology-Main Campus,GA,,,,
Georgia Military College,GA,,,,
Georgia Northwestern Technical College,GA,,,,
Georgia Piedmont Technical College,GA,,,,
Georgia Southern University,GA,,,,
Georgia Southwestern State University,GA,,,,
Georgia State University,GA,,,,
Georgia State University-Perimeter College,GA,,,,
Georgian Court University,NJ,,,,
Germanna Community College,VA,,,,
Gettysburg College,PA,,,,
Glasgow Caledonian New York College,NY,,,,
Glen Oaks Community College,MI,,,,
Glendale Career College,CA,,,,
Glendale Career College-Brightwood Teachout,CA,,,,
Glendale Community College,CA,,,,
Glendale Community College,AZ,,,,
Glenville State College,WV,,,,
Global Tech College,OH,,,,
Gnomon,CA,,,,
Goddard College,VT,,,,
Gods Bible School and College,OH,,,,
Gogebic Community College,MI,,,,
Golden Gate University-San Francisco,CA,,,,
Golden West College,CA,,,,
Goldey-Beacom College,DE,,,,
Gonzaga University,WA,,,,
Good Samaritan College of Nursing and Health Science,OH,,,,
Goodwin College,CT,,,,
Gordon College,MA,,,,
Gordon State College,GA,,,,
Gordon-Conwell Theological Seminary,MA,,,,
Goshen College,IN,,,,
Goucher College,MD,,,,
Governors State University,IL,,,,
Grace Christian University,MI,,,,
Grace College and Theological Seminary,IN,,,,
Grace College of Divinity,NC,,,,
Grace Mission University,CA,,,,
Grace School of Theology,TX,,,,
Graceland University-Lamoni,IA,,,,
Graduate Theological Union,CA,,,,
Grambling State University,LA,,,,
Grand Canyon University,AZ,,,,
Grand Rapids Community College,MI,,,,
Grand Valley State University,MI,,,,
Grand View University,IA,,,,
Granite State College,NH,,,,
Grantham University,KS,,,,
Gratz College,PA,,,,
Grays Harbor College,WA,,,,
Grayson College,TX,,,,
Great Basin College,NV,,,,
Great Bay Community College,NH,,,,
Great Falls College Montana State University,MT,,,,
Great Lakes Christian College,MI,,,,
Great Lakes Institute of Technology,PA,,,,
Green Mountain College,VT,,,,
Green River College,WA,,,,
Greenfield Community College,MA,,,,
Greensboro College,NC,,,,
Greenville Technical College,SC,,,,
Greenville University,IL,,,,
Grinnell College,IA,,,,
Grossmont College,CA,,,,
Grossmont-Cuyamaca Community College District,CA,,,,
Grove City College,PA,,,,
Guidance College,TX,,,,
Guilford College,NC,,,,
Guilford Technical Community College,NC,,,,
Gulf Coast State College,FL,,,,
Gurnick Academy of Medical Arts,CA,,,,
Gustavus Adolphus College,MN,,,,
Gwinnett College-Lilburn,GA,,,,
Gwinnett College-Marietta Campus,GA,,,,
Gwinnett College-Sandy Springs,GA,,,,
Gwinnett Institute,FL,,,,
Gwinnett Technical College,GA,,,,
Gwynedd Mercy University,PA,,,,
H Councill Trenholm State Community College,AL,,,,
Hacienda La Puente Adult Education,CA,,,,
Hagerstown Community College,MD,,,,
Halifax Community College,NC,,,,
Hallmark University,TX,,,,
Hamilton College,NY,,,,
Hamilton Technical College,IA,,,,
Hamline University,MN,,,,
Hampden-Sydney College,VA,,,,
Hampshire College,MA,,,,
Hampton University,VA,,,,
Hannibal-LaGrange University,MO,,,,
Hanover College,IN,,,,
Harcum College,PA,,,,
Hardin-Simmons University,TX,,,,
Harding University,AR,,,,
Harford Community College,MD,,,,
Harris-Stowe State University,MO,,,,
Harrisburg Area Community College,PA,,,,
Harrisburg University of Science and Technology,PA,,,,
Hartford Seminary,CT,,,,
Hartnell College,CA,,,,
Hartwick College,NY,,,,
Harvard University,MA,,,,
Harvey Mudd College,CA,,,,
Haskell Indian Nations University,KS,,,,
Hastings College,NE,,,,
Haverford College,PA,,,,
Hawaii Community College,HI,,,,
Hawaii Medical College,HI,,,,
Hawaii Pacific University,HI,,,,
Hawkeye Community College,IA,,,,
Haywood Community College,NC,,,,
Hazard Community and Technical College,KY,,,,
Hazelden Betty Ford Graduate School of Addiction Studies,MN,,,,
HCI College,FL,,,,
Healthcare Career College,CA,,,,
Heartland Community College,IL,,,,
Hebrew College,MA,,,,
Hebrew Theological College,IL,,,,
Hebrew Union College-Jewish Institute of Religion,NY,,,,
Heidelberg University,OH,,,,
Helena College University of Montana,MT,,,,
Helene Fuld College of Nursing,NY,,,,
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,,,,
Helms College,GA,,,,
Henderson Community College,KY,,,,
Henderson State University,AR,,,,
Hendrix College,AR,,,,
Hennepin Technical College,MN,,,,
Henry Ford College,MI,,,,
Heritage Bible College,NC,,,,
Heritage Christian University,AL,,,,
Heritage University,WA,,,,
Herkimer County Community College,NY,,,,
Herzing University-Akron,OH,,,,
Herzing University-Atlanta,GA,,,,
Herzing University-Birmingham,AL,,,,
Herzing University-Brookfield,WI,,,,
Herzing University-Kenner,LA,,,,
Herzing University-Kenosha,WI,,,,
Herzing University-Madison,WI,,,,
Herzing University-Minneapolis,MN,,,,
Herzing University-Toledo,OH,,,,
Herzing University-Winter Park,FL,,,,
Hesston College,KS,,,,
Hibbing Community College,MN,,,,
High Desert Medical College,CA,,,,
High Point University,NC,,,,
High Tech High Graduate School of Education,CA,,,,
Highland Community College,IL,,,,
Highland Community College,KS,,,,
Highlands College of Montana Tech,MT,,,,
Highline College,WA,,,,
Hilbert College,NY,,,,
Hill College,TX,,,,
Hillsborough Community College,FL,,,,
Hillsdale College,MI,,,,
Hinds Community College,MS,,,,
Hiram College,OH,,,,
Hiwassee College,TN,,,,
Hobart William Smith Colleges,NY,,,,
Hobe Sound Bible College,FL,,,,
Hocking College,OH,,,,
Hodges University,FL,,,,
Hofstra University,NY,,,,
Hollins University,VA,,,,
Holmes Community College,MS,,,,
Holy Apostles College and Seminary,CT,,,,
Holy Cross College,IN,,,,
Holy Family College,WI,,,,
Holy Family University,PA,,,,
Holy Names University,CA,,,,
Holyoke Community College,MA,,,,
Homestead Schools,CA,,,,
Hondros College of Nursing,OH,,,,
Honolulu Community College,HI,,,,
Hood College,MD,,,,
Hood Theological Seminary,NC,,,,
Hope College,MI,,,,
Hope College of Arts and Sciences,FL,,,,
Hope International University,CA,,,,
Hopkinsville Community College,KY,,,,
Horizon University,IN,,,,
Horry-Georgetown Technical College,SC,,,,
Houghton College,NY,,,,
Housatonic Community College,CT,,,,
Houston Baptist University,TX,,,,
Houston Community College,TX,,,,
Houston Graduate School of Theology,TX,,,,
Houston International College Cardiotech Ultrasound School,TX,,,,
Howard College,TX,,,,
Howard Community College,MD,,,,
Howard Payne University,TX,,,,
Howard University,DC,,,,
Hudson County Community College,NJ,,,,
Hudson Valley Community College,NY,,,,
Hult International Business School,MA,,,,
Humboldt State University,CA,,,,
Humphreys University-Stockton and Modesto Campuses,CA,,,,
Huntingdon College,AL,,,,
Huntington Junior College,WV,,,,
Huntington University,IN,,,,
Huntington University of Health Sciences,TN,,,,
Huntsville Bible College,AL,,,,
Hussian College School of Art,PA,,,,
Hussian College-Daymar College Bowling Green,KY,,,,
Hussian College-Daymar College Clarksville,TN,,,,
Hussian College-Daymar College Columbus,OH,,,,
Hussian College-Daymar College Murfreesboro,TN,,,,
Hussian College-Daymar College Nashville,TN,,,,
Hussian College-Studio School Los Angeles,CA,,,,
Husson University,ME,,,,
Huston-Tillotson University,TX,,,,
Hutchinson Community College,KS,,,,
IBMC College,CO,,,,
Icahn School of Medicine at Mount Sinai,NY,,,,
Idaho College of Osteopathic Medicine,ID,,,,
Idaho State University,ID,,,,
IGlobal University,VA,,,,
Iliff School of Theology,CO,,,,
Ilisagvik College,AK,,,,
Illinois Central College,IL,,,,
Illinois College,IL,,,,
Illinois College of Optometry,IL,,,,
Illinois Eastern Community College-System Office,IL,,,,
Illinois Institute of Technology,IL,,,,
Illinois State University,IL,,,,
Illinois Valley Community College,IL,,,,
Illinois Wesleyan University,IL,,,,
Immaculata University,PA,,,,
Imperial Valley College,CA,,,,
Independence Community College,KS,,,,
Independence University,UT,,,,
Indian Hills Community College,IA,,,,
Indian River State College,FL,,,,
Indiana Institute of Technology,IN,,,,
Indiana Institute of Technology-College of Professional Studies,IN,,,,
Indiana State University,IN,,,,
Indiana University of Pennsylvania-Main Campus,PA,,,,
Indiana University-Bloomington,IN,iupres@iu.edu,,,
Indiana University-East,IN,,,,
Indiana University-Kokomo,IN,,,,
Indiana University-Northwest,IN,,,,
Indiana University-Purdue University-Indianapolis,IN,,,,
Indiana University-South Bend,IN,,,,
Indiana University-Southeast,IN,,,,
Indiana Wesleyan University-Marion,IN,,,,
Indiana Wesleyan University-National & Global,IN,,,,
Institute for Business and Technology,CA,,,,
Institute for Clinical Social Work,IL,,,,
Institute for Doctoral Studies in the Visual Arts,ME,,,,
Institute of American Indian and Alaska Native Culture and Arts Development,NM,,,,
Institute of Buddhist Studies,CA,,,,
Institute of Clinical Acupuncture & Oriental Med,HI,,,,
Institute of Lutheran Theology,SD,,,,
Institute of Medical Careers,PA,,,,
Institute of Production and Recording,MN,,,,
Institute of Taoist Education and Acupuncture,CO,,,,
Institute of Technology,CA,,,,
Institute of World Politics,DC,,,,
Intellitec College-Colorado Springs,CO,,,,
Intellitec College-Grand Junction,CO,,,,
Interactive College of Technology,TX,,,,
Interactive College of Technology,TX,,,,
Interactive College of Technology,TX,,,,
Interactive College of Technology-Chamblee,GA,,,,
Interactive College of Technology-Gainesville,GA,,,,
Interactive College of Technology-Morrow,GA,,,,
Interactive College of Technology-Newport,KY,,,,
InterCoast Colleges-Fairfield,CA,,,,
InterCoast Colleges-Riverside,CA,,,,
InterCoast Colleges-Santa Ana,CA,,,,
InterCoast Colleges-West Covina,CA,,,,
Interdenominational Theological Center,GA,,,,
Interior Designers Institute,CA,,,,
International Baptist College and Seminary,AZ,,,,
International Business College-El Paso,TX,,,,
International Business College-El Paso,TX,,,,
International Business College-Fort Wayne,IN,,,,
International Business College-Indianapolis,IN,,,,
International College of Broadcasting,OH,,,,
International Institute for Restorative Practices,PA,,,,
International Sports Sciences Association,CA,,,,
International Technological University,CA,,,,
Inver Hills Community College,MN,,,,
Iona College,NY,,,,
Iowa Central Community College,IA,,,,
Iowa Lakes Community College,IA,,,,
Iowa State University,IA,wwinters@iastate.edu,,,
Iowa Wesleyan University,IA,,,,
Iowa Western Community College,IA,,,,
Irell & Manella Graduate School of Biological Sciences at City of Hope,CA,,,,
Irvine Valley College,CA,,,,
Island Drafting and Technical Institute,NY,,,,
Isothermal Community College,NC,,,,
Itasca Community College,MN,,,,
Itawamba Community College,MS,,,,
Ithaca College,NY,,,,
ITI Technical College,LA,,,,
Ivy Tech Community College,IN,,,,
J F Ingram State Technical College,AL,,,,
J Sargeant Reynolds Community College,VA,,,,
J. F. Drake State Community and Technical College,AL,,,,
Jackson College,MI,,,,
Jackson State Community College,TN,,,,
Jackson State University,MS,,,,
Jacksonville College-Main Campus,TX,,,,
Jacksonville State University,AL,,,,
Jacksonville University,FL,,,,
James A Rhodes State College,OH,,,,
James Madison University,VA,,,,
James Sprunt Community College,NC,,,,
Jamestown Business College,NY,,,,
Jamestown Community College,NY,,,,
Jarvis Christian College,TX,,,,
Jefferson College,MO,,,,
Jefferson Community and Technical College,KY,,,,
Jefferson Community College,NY,,,,
Jefferson Regional Medical Center School of Nursing,AR,,,,
Jefferson State Community College,AL,,,,
Jersey College,NJ,,,,
Jewish Theological Seminary of America,NY,,,,
Jna Institute of Culinary Arts,PA,,,,
John A Gupton College,TN,,,,
John A Logan College,IL,,,,
John Brown University,AR,,,,
John C Calhoun State Community College,AL,,,,
John Carroll University,OH,,,,
John F. Kennedy University,CA,,,,
John Paul the Great Catholic University,CA,,,,
John Tyler Community College,VA,,,,
John Wood Community College,IL,,,,
Johns Hopkins University,MD,,,,
Johnson & Wales University-Charlotte,NC,,,,
Johnson & Wales University-Denver,CO,,,,
Johnson & Wales University-North Miami,FL,,,,
Johnson & Wales University-Online,RI,,,,
Johnson & Wales University-Providence,RI,,,,
Johnson C Smith University,NC,,,,
Johnson College,PA,,,,
Johnson County Community College,KS,,,,
Johnson University,TN,,,,
Johnson University Florida,FL,,,,
Johnston Community College,NC,,,,
Joliet Junior College,IL,,,,
Jones County Junior College,MS,,,,
Jose Maria Vargas University,FL,,,,
Judson College,AL,,,,
Judson University,IL,,,,
